,Statment,condition
190,A sub-fund that receives collateral for at least 30% of its assets should examine the associated risk as part of regular stress tests conducted under normal and exceptional liquidity conditions in order to assess the consequences of changes in market value and the liquidity risk associated with the collateral.,0.0
191,"The liquidity stress testing strategy should contain guidelines covering the following aspects:a)  the concept for analyzing the stress test scenario, including calibration, certification and sensitivity analysis;b)  empirical impact assessment approach, including backtesting of liquidity risk assessments;c)  reporting frequency and reporting thresholds / loss tolerance threshold(s); andd)  loss mitigation measures, including haircut strategy and gap risk protection.Use of financial indicesIf provided for in the special section of this sales prospectus, the objective of the investment policy of a sub-fund may be to replicate a specific index or to replicate an index through the use of leverage on the following basis:  Œthe composition of the index is sufficiently diversified; Œthe index represents an adequate benchmark for the market to which it refers; Œthe index is published in an appropriate manner.If an index is replicated, then the frequency of adjustment of the composition of the index depends on the index to be replicated.",0.0
192,"In gen-eral, the adjustment will be made semiannually, quarterly or monthly.",0.0
193,"Replication and adjustment of the composition of the index may give rise to costs that can reduce the value of the sub-fund™s assets.Risk managementThe sub-funds use a risk management procedure that allows the Management Company to moni-tor and measure at any time the risk associated with the investment positions and their contribu-tion to the overall risk profile of the investment portfolio.The Management Company monitors each sub-fund in accordance with the requirements of Commission de Surveillance du Secteur Financier (ﬁCSSFﬂ) Regulation 10-04, in particular CSSF circular 11/512 of May 30, 2011, and the ﬁGuide-lines on Risk Measurement and the Calculation of Global Exposure and Counterparty Risk for UCITSﬂ of the Committee of European Securities Regula-tors (CESR/10-788), as well as those of CSSF circular 14/592 of September 30, 2014.",0.0
194,The Man-agement Company shall ensure for each sub-fund that the overall exposure relating to derivative financial instruments is consistent with arti-cle 42 (3) of the Law of 2010.,0.0
195,"The market risk of the respective sub-fund shall exceed the market risk of the reference portfolio containing no deri-vatives by no more than 200% (in the case of the relative VaR approach) or by no more than 20%  (in the case of the absolute VaR approach).The risk management approach applied for each sub-fund is specified in the respective special section of the sales prospectus for each sub-fund.In general, the Management Company endeavors to ensure that investments made in a sub-fund through derivatives do not exceed twice the value of the sub-fund™s assets (hereinafter referred to as ﬁleverageﬂ), unless otherwise stated in the special section of the sales prospectus.",1.0
196,The leverage is calculated using the sum of the notion-als (the total of the notional amounts of all deriva-tives in the portfolio divided by the current net value of the portfolio).,0.0
197,Derivatives in the portfolio are taken into account when calculating the leverage effect.,1.0
198,Collateral is not currently rein-vested and is therefore not taken into account.,1.0
199,"However, this leverage varies depending on market conditions and/or changes in positions (also to hedge the sub-fund against unfavorable market movements).",0.0
200,"Therefore, despite constant monitoring by the Management Company, the target ratio could be exceeded at some point.",0.0
201,The expected leverage indicated is not to be considered as an additional risk limit for the sub-fund.,0.0
202,"In addition, the sub-fund may borrow 10% of its net assets if this borrowing is temporary and such borrowing is not for investment purposes.A correspondingly greater overall exposure can therefore significantly increase the opportunities and risks of an investment (see in particular the risk information in the section ﬁRisks in connec-tion with derivative transactionsﬂ).Within the scope of and in accordance with the applicable conflict management procedures and measures, the members of the Board of Direc-tors of the Investment Company, the Manage-ment Company, the fund manager, the desig-nated distributors and the persons authorized to 9carry out the distribution, the Depositary, the transfer agent, the investment advisor, the shareholders, as well as all subsidiaries, affiliated companies, representatives or agents of the aforementioned entities and persons(ﬁAssoci-ated Personsﬂ): Œmay conduct among themselves financial and banking transactions or other transactions, such as derivatives, securities lending and repurchase agreements, or enter into the corresponding contracts, including those that are directed at securities or at investments by an Associated Person in an investment company or undertaking, such investment being a constituent part of the respective sub-fund™s assets, or be involved in such transactions; and/or Œfor their own accounts or for the accounts of third parties, invest in units, securities or assets of the same type as the components of the respective sub-fund™s assets and trade in them; and/or Œon their own behalf or on behalf of a third party, participate in the purchase or sale of securities or other investments to or from the Investment Company, through or jointly with the fund manager, the designated distributors and the persons appointed to carry out sales activities, the Depositary, the investment advisor, or a subsidiary, an affiliated company, representative or agent of these.Assets of the respective sub-fund in the form of liquid funds or securities may be deposited with an Associated Person in accordance with the legal provisions governing the Depositary.",0.0
203,Liquid funds of the respective sub-fund assets may be invested in certificates of deposit issued by an Associated Person or in bank deposits offered by an Associated Person.,0.0
204,Banking or comparable transactions may also be conducted with or through an Associated Person.,0.0
205,"Companies in the Deutsche Bank Group and/or employees, repre-sentatives, affiliated companies or subsidiaries of companies in the Deutsche Bank Group (ﬁDB Group Membersﬂ) may be counterparties in the Investment Company™s derivatives transactions or derivatives contracts (ﬁCounterpartyﬂ).",0.0
206,"In addition, in some cases a Counterparty may be required to value such derivative transactions or contracts.",0.0
207,These valuations can be used as a basis for calculating the value of certain assets of the relevant sub-fund.,0.0
208,The Board of Directors of the Investment Company is aware that DB Group Members may possibly be involved in a conflict of interest if they act as Counterparty and/or provide such valuations.,0.0
209,The valuation will be adjusted and carried out in a manner that is verifiable.,0.0
210,"However, the Board of Directors of the Investment Company believes that such conflicts can be handled appropriately and assumes that the Counterparty possesses the aptitude and competence to perform such valuations.In accordance with the respective terms agreed, DB Group Members may, in particular, act as a Board of Directors member, sales agent or sub-agent, depositary, sub-depositary, fund manager or investment advisor, and may offer to provide sub-depositary services to the Investment Com-pany.",0.0
211,The Board of Directors of the Investment Company is aware that conflicts of interest may arise due to the functions that DB Group Mem-bers perform in relation to the Investment Com-pany.,0.0
212,"In respect of such eventualities, each DB Group Member has undertaken to endeavor, to a reasonable extent, to resolve such conflicts of interest equitably (with regard to the Members™ respective duties and responsibilities), and to ensure that the interests of the Investment Company and of the shareholders are not adversely affected.",0.0
213,The Board of Directors of the Investment Company is of the view that DB Group Members possess the required aptitude and competence to perform such duties.The Board of Directors of the Investment  Company is of the view that the interests of the Investment Company and the above-mentioned entities may be in conflict with each other.,0.0
214,The Investment Company has taken appropriate measures to avoid conflicts of interest.,0.0
215,"In the event of unavoidable conflicts of interest, the Board of Directors of the Investment Company will endeavor to ensure that conflicts of interest are handled fairly and resolved in favor of the Fund.",0.0
216,"It is a principle of the Management Com-pany to take all reasonable steps to establish organizational structures and to apply effective administrative measures to enable the identifica-tion, handling and monitoring of the conflicts in question.",0.0
217,"In addition, the Management Compa-ny™s management is responsible for ensuring that the systems, controls and procedures of the Management Company for the identification, monitoring and resolution of conflicts of interest are appropriate.Transactions with or between Affiliated Persons may be conducted for each sub-fund with respect to the relevant sub-fund assets, provided that such transactions are in the best interests of the investors.Specific conflicts of interest in relation to the depositary or sub-depositariesThe Depositary is part of an international group of companies and operations which, in the ordinary course of business, is also active for a large number of clients and for its own account, which may lead to actual or potential conflicts of interest.",0.0
218,Conflicts of interest arise when the Depositary or a company affiliated with it exer-cises activities under the Depositary Agreement or separate contractual or other arrangements.,0.0
219,"These activities include: (i)  the provision of nominee, management, registration and transfer agent, research, securities lending, investment management, financial advisory and/or other advisory services to the Investment Company;(ii)  the execution of banking, sales and trading transactions, including foreign exchange, derivative, credit, brokerage, market making or other financial transactions with the Invest-ment Company, either as a principal and in its own interest or on behalf of other clients.In connection with the above activities, the Depositary or its affiliated companies: (i)  will seek to make a profit from these activi-ties, and are entitled to receive and retain any profits or remunerations of any kind.",0.0
220,"They are not required to notify the Investment Com-pany of the nature or amount of any such profits or compensation, including but not limited to fees, costs, commissions, income shares, spreads, markups, markdowns, interest, reimbursements, discounts or other benefits received in connection with such activities; (ii)  may buy, sell, issue, trade or hold securities or other financial products or instruments as principals in their own interest, in the interest of their affiliated companies or for their other clients; (iii)  may trade in the same or the opposite direc-tion to the transactions carried out, including on the basis of information in their posses-sion but not available to the Investment Company;(iv)  may provide the same or similar services to other clients, including competitors of the Investment Company;(v)  may obtain creditor rights from the Invest-ment Company, which they may exercise.",0.0
221,"The Investment Company may engage in foreign exchange, spot or swap transactions on behalf of the Investment Company through an affiliated company of the Depositary.",0.0
222,"In such cases, the affiliated company acts as the principal and not as a broker, contractor or trustee of the Invest-ment Company.",0.0
223,The affiliated company will seek to generate profits through these transactions and is entitled to retain profits and not notify the Investment Company.,0.0
224,The affiliated company shall enter into such transactions under the terms and conditions agreed with the Invest-ment Company.,0.0
225,"If the cash of the Investment Company is depos-ited with an affiliated company which is a bank, a potential conflict arises with respect to the interest (if any) credited or charged by the affili-ated company to this account and the fees or other benefits it could derive from holding such cash as a bank rather than as a trustee.",0.0
226,The Investment Company may also be a client or counterparty of the Depositary or its affiliated companies.,0.0
227,"Conflicts arising from the use of sub-depositaries by the Depositary may be assigned to four general categories: 10(1)  conflicts arising from the choice of sub-de-positaries and the allocation of assets among multiple sub-depositaries which, in addition to objective evaluation criteria, are influenced by (a) cost factors such as the lowest fees charged, discounts and similar incentives, and (b) the broad mutual business relation-ships in which the Depositary may operate on the basis of the economic value of the broader business relationship; (2)  affiliated or non-affiliated sub-depositaries acting on behalf of other clients and in their own interest, which may lead to conflicts of interest with the interests of the client; (3)  affiliated or non-affiliated sub-depositaries maintaining only indirect relationships with clients, and considering the Depositary to be their counterparty, which may encourage the Depositary to act in its own interest or in the interest of other clients to the detriment of clients; and(4)  sub-depositaries potentially having mar-ket-based creditor rights with respect to clients™ assets, which they may be interested in enforcing if they do not receive payment for securities transactions.In the performance of its duties, the Depositary shall act honestly, fairly, professionally, inde-pendently and in the sole interest of the Invest-ment Company and its shareholders.The Depositary shall functionally and hierarchi-cally separate the performance of its depositary functions from the performance of its other tasks which may be in conflict.",0.0
228,"The internal control system, the various reporting lines, the allocation of tasks and reporting to management enable potential conflicts of interest and matters related to the depositary function to be properly identi-fied, managed and monitored.",0.0
229,"Furthermore, in the case of sub-depositaries used by the Deposi-tary, contractual restrictions shall be imposed by the Depositary in order to take account of some of the potential conflicts; the Depositary shall exercise due diligence and supervise the sub-de-positaries in order to ensure a high level of service for its clients.",0.0
230,"The Depositary shall also provide regular reports on the activities of its clients and the portfolios held by its clients, with the underlying functions subject to internal and external control audits.",0.0
231,"Finally, the Depositary shall separate the performance of its depositary duties internally from its own activities and comply with a code of conduct that obliges employees to act ethically, honestly and transpar-ently in dealing with clients.Current information on the Depositary, its duties, any conflicts that may arise, the custody func-tions delegated by the Depositary, the list of agents and sub-agents, and any conflicts of interest arising from such delegation shall be made available to shareholders on request by the Depositary.Combating money launderingThe transfer agent may require proof of identity which it considers necessary to comply with the anti-money laundering legislation in force in Luxembourg.",1.0
232,"If there are doubts as to the iden-tity of an investor or if the transfer agent does not have sufficient information to establish the identity, the transfer agent may request further information and/or documents in order to estab-lish the identity of the investor beyond doubt.",0.0
233,"If the investor refuses or fails to provide the requested information and/or documents, the transfer agent may refuse or delay the entry of the investor™s data in the Investment Company™s register of shareholders.",0.0
234,"The information pro-vided to the transfer agent shall be obtained solely for the purpose of complying with anti-money laundering legislation.The transfer agent is also obligated to verify the origin of the funds collected by a financial institu-tion, unless the financial institution in question is subject to a mandatory proof of identity proce-dure that is equivalent to the verification proce-dure under Luxembourg law.",0.0
235,"The processing of subscription applications may be suspended until the transfer agent has duly established the origin of the funds.Initial or follow-up share subscription applications can also be submitted indirectly, i. e. via the distributors.",0.0
236,"In this case, the transfer agent may waive the aforementioned required proof of identity under the following circumstances or under the circumstances which are considered sufficient under Luxembourg™s anti-money laundering legislation: Œif a subscription application is processed through a distributor under the supervision of the competent authorities, whose rules provide for an identification verification procedure for customers which is equivalent to that laid down in Luxembourg anti-money laundering legislation and to which the distributor is subject; Œif a subscription application is processed through a distributor whose parent company is under the supervision of the competent authorities, whose rules provide for an identi-fication verification procedure for customers which is equivalent to that laid down in Luxembourg anti-money laundering legisla-tion, and if the law applicable to the parent company, or the parent company™s group guidelines, impose equivalent obligations on its subsidiaries or branches.For countries that have ratified the Financial Action Task Force™s (FATF) recommendations, it is generally assumed that natural or legal persons operating in the financial sector are required by the respective competent supervisory authorities in these countries to carry out identification verification procedures for their clients which are equivalent to the verification procedure pre-scribed under Luxembourg law.Distributors may provide a nominee service to investors who purchase shares through them.",0.0
237,"Investors may decide, at their own discretion, whether to take advantage of this service, in which the nominee holds the shares in its name for and on behalf of the investors; the investors are entitled to demand direct ownership of the shares at any time.",0.0
238,"Notwithstanding the forego-ing provisions, investors are free to make investments directly with the Investment Company without using the nominee service.Data protectionThe personal data of investors in the application forms and other information collected in connec-tion with the business relationship with the Investment Company and/or the transfer agent will be collected, stored, compared, transferred and otherwise processed and used (ﬁpro-cessedﬂ) by the Investment Company, the transfer agent, other companies of Deutsche Asset Management, the Depositary and the financial intermediaries of the investors.",0.0
239,"This data is used for the purposes of account manage-ment, money laundering investigations, tax assessment in accordance with EU Directive 2003/48/EC on taxation of savings income in the form of interest payments and the development of business relationships.For this purpose, the data may also be communi-cated to companies commissioned by the Invest-ment Company or the transfer agent in order to support the activities of the Investment Com-pany (e.g., client communication agents and paying agents).Order acceptance regulationAll subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
240,Details are specified for each sub-fund in the relevant special section of the sales prospectus.Market timing and short-term tradingThe Investment Company does not allow any practices related to market timing and short-term trading and reserves the right to refuse subscrip-tion and exchange orders if it suspects that such practices are being used.,0.0
241,"The Investment Com-pany will, where appropriate, take the necessary measures to protect the other investors of the relevant sub-fund.Late tradingLate trading is the acceptance of an order after expiry of the relevant acceptance periods on the respective valuation date and the execution of such an order at the price applicable on that date on the basis of the net asset value.",0.0
242,"The practice of late trading is not permitted because it violates the provisions of the sales prospectus of the sub-fund, which stipulate that an order received after the order acceptance period is to be executed at the price based on the next applicable net asset value per share.11Total expense ratioThe total expense ratio is defined as the ratio of the expenditure incurred by each sub-fund to the average assets of the sub-fund, excluding transaction costs incurred.",0.0
243,The effective total expense ratio is calculated annually and pub-lished in the annual report.,0.0
244,"The total expense ratio is published in the key investor information document as so-called ﬁongoing charges.ﬂIf the investor is advised on the acquisition of shares by third parties (particularly companies providing investment services such as credit institutions and investment firms) or if they act as intermediaries for the purchase, they may charge the investor expenses or shares of expenses which are not identical to the expense information in this sales prospectus or the key investor information and which may exceed the total expense ratio described here.",1.0
245,"This may be due in particular to regulatory requirements for the determination, calculation and disclosure of costs by the aforementioned third parties, which must be complied with in the course of the national transposition of Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments and amending Directive 2002/92/EC and Direc-tive 2011/61/EU (known as ﬁMiFID 2ﬂ).",0.0
246,"Devia-tions from the expense statement may arise on the one hand from the fact that these third parties additionally take into account the costs of their own services (e.g., a premium or also ongoing commissions for the brokerage or consulting activities, fees for custody account management, etc.).",0.0
247,"In addition, these third parties are subject to sometimes differing requirements for the calculation of costs incurred at sub-fund level, so that, for example, the transaction costs of the sub-funds are included in the third party™s expense statement, although they are not part of the above-mentioned total expense ratio in accordance with the provisions currently applicable to the Investment Company.Deviations in the expense statement may arise not only with regard to the cost information prior to the conclusion of the contract, but also in the event of any regular cost information of the third party regarding the investor™s current investment in the Investment Company as part of a permanent business relationship with its client.Repayment to certain investors of management fees collectedThe Management Company may, at its discre-tion, agree with individual investors the partial repayment to these investors of the manage-ment fees collected.",0.0
248,This can be a consideration especially in the case of institutional investors who directly invest large amounts for the long term.,0.0
249,The ﬁInstitutional Salesﬂ division of Deut-sche Asset Management S.A. is responsible for these matters.Buy and sell orders for securities and financial instrumentsThe Management Company submits buy and sell orders for securities and financial instru-ments directly to brokers and traders for the account of the sub-fund.,0.0
250,It concludes agree-ments with these brokers and traders under customary market conditions that comply with first-rate execution standards.,0.0
251,"When selecting the broker or trader, the Management Company takes into account all relevant factors, such as the credit rating of the broker or trader and the execution capacities provided.",0.0
252,"The prerequisite for the selection of a broker is that the Manage-ment Company shall always ensure that the transactions are executed while taking into account the appropriate market at the appropri-ate time for transactions of the appropriate type and size at the best possible conditions.The Management Company may enter into agreements with selected brokers, traders and other analysis providers in the context of which market information and analysis services (research) are acquired from the respective provider.",0.0
253,The services are used by the Manage-ment Company for the purpose of managing the sub-fund.,0.0
254,"When availing of these services, the Management Company shall comply with all applicable regulatory provisions and industry standards.",0.0
255,"In particular, the Management Company shall not accept any services if these agreements do not support the Management Company in its investment decision process according to reasonably prudent discretion.Regular savings plan or  withdrawal plansRegular savings plans or withdrawal plans are offered in certain countries where the sub-fund is licensed for public distribution.",0.0
256,Further infor-mation on this can be obtained at any time on request from the Management Company or the relevant distributors in the countries of distribu-tion of the respective sub-fund.Compensation policyThe Management Company is included in the compensation strategy of the Deutsche Bank Group.,0.0
257,"All matters related to compensation, as well as compliance with regulatory require-ments, are monitored by the relevant governing bodies of the Deutsche Bank Group.",0.0
258,"The Deut-sche Bank Group pursues a total compensation approach that comprises fixed and variable compensation components and contains por-tions of deferred compensation, which are linked both to individual future performance and the sustainable development of the Deutsche Bank Group.",0.0
259,"In order to determine the share of the deferred compensation and of the instruments linked to long-term performance (such as equi-ties or fund units), the Deutsche Bank Group has defined a compensation system that avoids significant dependency on the variable compen-sation component.The compensation system is set out in the compensation policy, which covers, inter alia, the following items:a)  The compensation policy is consistent with and conducive to sound and effective risk management and does not encourage the assumption of excessive risk.",0.0
260,"b)  The compensation policy is consistent with the business strategy, objectives, values and interests of Deutsche Bank Group (including the Management Company, the UCITS it manages and the investors of these UCITS) and includes measures to avoid conflicts of interest.c)  Performance is evaluated on a multi-year basis.",0.0
261,"d)  The fixed and variable components of the total compensation are proportionate to each other, with the share of the fixed component in the total compensation being high enough to provide complete flexibility with regard to the variable compensation components, including the possibility of waiving payment of a variable component.Further details on the current compensation policy of the Management Company are pub-lished on the Internet at https://www.db.com/cr/en/concrete-compensation-structures.htm and in the linked Deutsche Bank AG Compensation Report.",0.0
262,"This includes a description of the calcula-tion methods for compensation and bonuses to specific employee groups, as well as the specifi-cation of the persons responsible for the alloca-tion, including members of the Compensation Committee.",0.0
263,The Management Company shall provide this information free of charge in paper form upon request.Selling restrictionsThe shares of this Investment Company that have been issued may be offered for sale or sold to the public only in countries where such an offer or such a sale is permissible.,0.0
264,"Unless the Manage-ment Company, or a third party authorized by it, has obtained and can show permission to do so from the local regulatory authorities, this prospec-tus does not constitute a solicitation to purchase investment fund units, nor may the prospectus be used for the purpose of soliciting the purchase of investment fund units.",0.0
265,"The information contained herein and the shares of the sub-fund are not intended for distribution in the United States of America or to U.S. per-sons (individuals who are U.S. citizens or whose permanent place of residence is in the United States of America and partnerships or corpora-tions established in accordance with the laws of the United States of America or of any state, territory or possession of the United States).",0.0
266,"Accordingly, shares will not be offered or sold in the United States or to or for the account of U.S. 12persons.",0.0
267,Subsequent transfers of shares in or into the United States or to U.S. persons are prohibited.,0.0
268,This prospectus may not be distributed in the United States of America.,0.0
269,The distribution of this prospectus and the offering of the shares may also be restricted in other jurisdictions.Investors that are considered ﬁrestricted per-sonsﬂ as defined in Rule 2790 of the National Association of Securities Dealers in the United States (ﬁNASD Rule 2790ﬂ) must report their holdings in the sub-fund to the Management Company without delay.This prospectus may be used for sales purposes only by persons who have express written authorization from the Management Company (granted directly or indirectly via authorized sales agents) to do so.,0.0
270,"Declarations or representations by third parties that are not contained in this sales prospectus or in the documentation have not been authorized by the Management Company.These documents are available to the public at the registered office of the Management Company.Foreign Account Tax Compliance Act Œ ﬁFATCAﬂThe provisions of the Foreign Account Tax Compliance Act (generally known as ﬁFATCAﬂ) are part of the Hiring Incentives to Restore Employment Act (the ﬁHIRE Actﬂ), which came into force in the United States in March 2010.",0.0
271,These provisions of U.S. law serve to combat tax evasion by U.S. citizens.,0.0
272,"Accordingly, finan-cial institutions outside of the United States (ﬁforeign financial institutionsﬂ or ﬁFFIsﬂ) are obliged to make annual disclosures to the U.S. Internal Revenue Service (ﬁIRSﬂ), on financial accounts held directly or indirectly by ﬁspeci-fiedﬂ U.S. persons.",0.0
273,"In general, for FFIs that do not meet this reporting obligation, a withholding tax deduction of 30% is applied to certain income from U.S. sources.",0.0
274,"The provision is being implemented gradually in the period between July 1, 2014, and 2017.",0.0
275,"In principle, non-U.S. funds such as the Invest-ment Company and its sub-funds have FFI status and must conclude an FFI agreement with the IRS if they are not classified as ﬁFAT-CA-compliantﬂ or, provided an applicable Model 1 intergovernmental agreement (ﬁIGAﬂ) is in effect, do not meet the requirements of the IGA applicable to their home country either as a ﬁreporting financial institutionﬂ or as a ﬁnon-re-porting financial institution.ﬂ IGAs are agree-ments between the United States of America and other countries regarding the implementa-tion of FATCA requirements.",0.0
276,"Luxembourg signed a Model 1 agreement with the United States and a related Memorandum of Under-standing on March 28, 2014.",0.0
277,The Investment Company must therefore comply with the provisions of such a Luxembourg IGA from that date forward.,0.0
278,"The Investment Company will continuously examine the extent of the requirements imposed on it by FATCA and, in particular, the Luxembourg IGA.",0.0
279,"It may, among other things, become neces-sary in this context for the Investment Company to require all shareholders to submit the neces-sary documents to prove their tax residency in order to make it possible to determine on that basis whether they must be classified as speci-fied U.S. persons.",0.0
280,"Shareholders and intermediaries acting on behalf of shareholders should take note that, according to the applicable principles of the Investment Company, shares cannot be offered or sold for the account of U.S. persons and that subsequent transfers of shares to U.S. persons are prohibited.",0.0
281,"If shares are held by a U.S. person as the beneficial owner, the Investment Company may, at its discretion, enforce a compulsory redemption of the shares in ques-tion.",0.0
282,Shareholders should additionally take note that the definition of ﬁspecifiedﬂ U.S. persons within the meaning of the FATCA provisions encompasses a broader range of investors than the current definition of U.S. persons.,0.0
283,"As soon as more details on the implementation of the IGA between Luxembourg and the United States are known, the Board of Directors may therefore decide that it is in the interest of the Investment Company to make the criteria for the type of investors who will be prohibited from investing in the sub-funds stricter and to draw up proposals on how to deal with the shareholdings of existing investors in this context.Common Reporting Standard Œ CRS In order to facilitate a comprehensive and multilateral automatic exchange of information at global level, the OECD was mandated by the G8/G20 countries to develop a global reporting standard.",0.0
284,"This reporting standard has been included in the amended EU directive on admin-istrative cooperation (ﬁDAC 2ﬂ) of December 9, 2014.",0.0
285,"EU member states were required to transpose DAC 2 into national law by December 31, 2015; it was enacted in Luxembourg by a law dated December 18, 2015 (the ﬁCRS Law,ﬂ published in the Mémorial A Œ No.",0.0
286,"244 Œ on December 24, 2015).",0.0
287,"Under the Common Reporting Standard, certain financial institutions under Luxembourg law are obliged to carry out an identification of their account holders and to determine where the account holders are tax residents (under this same law, investment funds such as this one are generally regarded as financial institutions under Luxembourg law).",0.0
288,"For this purpose, a financial institution under Luxembourg law deemed to be a Reporting Financial Institution must obtain self-disclosure in order to determine the status within the meaning of the CRS and/or the tax residence of its account holders when opening an account.",0.0
289,Luxembourg™s Reporting Financial Institutions must provide the Luxembourg tax administra-tion (ﬁAdministration des contributions directesﬂ) with information on holders of finan-cial accounts for the first time in 2016.,0.0
290,"This notification must be made by June 30, 2017, and, in certain cases, also includes the con-trolling persons resident for tax purposes in a state subject to the reporting requirement (to be established by a Grand-Ducal Regulation).",0.0
291,"The Luxembourg tax authorities will automati-cally exchange this information with the compe-tent foreign tax authorities from the end of September 2017.Data protectionIn accordance with the CRS Law and Luxem-bourg™s data protection regulations, each natural person concerned (i.e., potentially subject to reporting) must, before their personal data are processed, be informed by the Luxembourg Reporting Financial Institution of the processing of the data.",0.0
292,"If the fund is to be classified as a Reporting Financial Institution, it shall notify those natural persons who are subject to reporting as defined in the above explanations of such classification in accordance with Luxembourg data protection regulations.",0.0
293,The Reporting Financial Institution is responsible for the processing of personal data and is the body responsible for processing for the purposes of the CRS Law.,0.0
294,ŒThe personal data is intended for processing in accordance with the CRS Law.,0.0
295,"ŒThe data can be reported to Luxembourg™s Administration des contributions directes, which may pass it on to the competent author-ity/authorities of one or more reporting countries.",0.0
296,"ŒIf a request for information is sent to the natural person concerned for the purposes of the CRS Act, he or she is obliged to respond.",0.0
297,Failure to respond within the prescribed time limit may result in the account being reported (erroneously or twice) to the Luxembourg tax authorities.,0.0
298,"Every natural person concerned has the right to access and have corrected, if necessary, the data submitted to the Luxembourg tax administration for the purposes of the CRS Law.Language versionsThe German version of the sales prospectus is authoritative.",0.0
299,"The Management Company may, with regard to sub-fund shares sold to investors in such countries, declare translations into the languages of those countries where the shares may be offered for sale to the public to be bind-ing on itself and on the sub-funds.13Exchanges and marketsThe Management Company may have the shares of the sub-funds admitted for listing on an exchange or traded in organized markets; cur-rently the Management Company is not availing itself of this option.The Management Company is aware that Œ with-out its consent Œ as of the date of preparation of this sales prospectus, the shares of the following sub-funds are being traded or are listed on the following exchanges and markets: DWS Funds Invest SachwertStrategie, DWS Zinseinkommen: Œ Hamburg Stock Exchange (Börse Hamburg)The possibility that such trading might be discon-tinued at short notice, or that the shares of the sub-funds may be trading or introduced for trading in other markets Œ including at short notice, where applicable Œ cannot be excluded.",0.0
300,The Management Company has no knowledge of this.The market price underlying exchange trading or trading in other markets is not determined exclusively by the value of the assets held in the sub-fund.,0.0
301,Supply and demand are also contribut-ing factors.,0.0
302,The market price may therefore deviate from the calculated net asset value per share.PerformancePast performance is not a guarantee of future results for the respective sub-fund.,0.0
303,"The returns and the principal value of an investment may rise or fall, so investors must take into account the possibility that they will not get back the original amount invested.",0.0
304,"Performance is calculated according to the BVI method, i.e.",0.0
305,"without front-end load.Data on current performance can be found  on the Management Company™s website  funds.deutscheam.com/lu, in the KIID and fact-sheets, or in the semi-annual and annual reports.The definitions of the following investor profiles were created based on the premise of normally functioning markets.",0.0
306,Further risks may arise in each case in the event of unforeseeable market situations and market disturbances due to non-functioning markets.,0.0
307,"ﬁRisk-averseﬂ investor profileThe sub-fund is designed for safety-oriented investors with little inclination to risk, whose investment objective is to ensure a constant price performance but at a low level of interest.",0.0
308,"Moderate short-term fluctuations are possible, but no loss of capital is to be expected in the medium to long term.ﬁIncome-orientedﬂ investor profile The sub-fund is intended for the income-ori-ented investor seeking higher returns from interest and from possible capital gains.",0.0
309,"Return expectations are offset by only moderate equity, interest-rate and currency risks, as well as minor default risks.",0.0
310,"Loss of capital is thus improbable in the medium to long term.ﬁGrowth-orientedﬂ investor profile The sub-fund is intended for the growth- oriented investor seeking returns higher than those from capital-market interest rates, with capital growth generated primarily through opportunities in the equity and currency markets.",0.0
311,Security and liquidity are subordinate to potential high returns.,0.0
312,"This entails higher equity, interest rate and currency risks, as well as default risks, all of which can result in loss of capital.ﬁRisk-tolerantﬂ investor profile The sub-fund is intended for the risk-tolerant investor who, in seeking investments that offer targeted opportunities to maximize return, can tolerate the unavoidable, and occasionally substantial, fluctuations in the values of specu-lative investments.",0.0
313,"The high risks from volatility, as well as high credit risks, make it probable that the sub-fund will lose value from time to time, and expectations of high returns and tolerance of risk are offset by the possibility of incurring significant losses of capital invested.The Management Company provides additional information to third parties concerning the typical investor profile.",0.0
314,"If the investor takes advice from such third parties when acquiring shares, or if third parties mediate the purchase, they therefore provide the investor, as the case may be, with additional information.141.",0.0
315,"Investment CompanyDWS Funds is an investment company with variable capital that was organized under Luxem-bourg law, on the basis of the Law of March 30, 1988, on Undertakings for Collective Investment and of the Law of August 10, 1915, on Trading Companies, as a Société d™Investissement à Capital Variable (ﬁSICAVﬂ), hereinafter referred to as the ﬁInvestment Company.ﬂ On November 28, 2005, it was adapted to the requirements of the Law of December 20, 2002, which in turn was superseded by the Law of December 17, 2010.The Investment Company is constituted pursuant to Part I of the Law of 2010 and complies with the requirements of the UCITS Directive.The Investment Company is a so-called umbrella fund, i.e., the investor may be offered one or more sub-funds at the discretion of the Invest-ment Company.",1.0
316,The aggregate of the sub-funds produces the umbrella fund.,1.0
317,"With respect to the legal relationship between shareholders, each sub-fund is treated as a separate entity.",0.0
318,"In rela-tion to third parties, the assets of a sub-fund are only liable for the liabilities and payment obliga-tions relating to that sub-fund.",0.0
319,Additional sub-funds may be established and/or one or more existing sub-funds may be liquidated or merged at any time.,0.0
320,"In this case, the sales documenta-tion will be amended accordingly.The articles of incorporation and by-laws of the Investment Company have been filed with the Trade and Companies Register in Luxembourg under the number B 74377 and are available for inspection there.",0.0
321,Copies are available for a fee on request.,0.0
322,"The registered office of the Investment Company is in Luxembourg.The share capital is equal to the sum of the total net assets of each sub-fund, as described in more detail in the articles of incorporation and by-laws.",0.0
